pid,BQ1,BQ2,BQ3,BQ3_n2,BQ4,BQ8,BQ5,BQ5_1,BQ5_2,BQ5_3,BQ6,BQ7,BQ7_1,BQ7_2,BQ9,BQ12_1,BQ12_2,BQ12_3,BQ13,BQ14,BQ14_1,BQ15_1,BQ15_2,BQ15_3,BQ15_4,BQ16_1,BQ16_2,BQ16_3,BQ16_4
630031,경기,여자,21,만18세~만29세,대학 재학 중,믿는 종교가 없다,학생 (일하지 않고 학업 중),NA,NA,NA,미혼,없다,NA,NA,4명,500만원 이상 600만원 미만,5천만원~1억원 미만,중하층,3,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,5천원으로 줄임,1만원 그대로,1만원 그대로,2,4,3,3
630120,인천,남자,52,만50세~만59세,고등학교 졸업,개신교,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,없다,4명,400만원 이상 500만원 미만,1억원~2억원 미만,중하층,5 중도,더불어민주당,NA,1만원 그대로,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,2,2,3,2
631009,경기,남자,30,만30세~만39세,고등학교 졸업,불교,"판매/영업/서비스직(상점 점원, 세일즈맨 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,2명,200만원 이상 300만원 미만,5천만원 미만,중하층,3,더불어민주당,NA,5만원으로 늘림,1만원 그대로,1만원 그대로,5만원으로 늘림,3,4,2.5,2
632194,서울,남자,25,만18세~만29세,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,미혼,없다,NA,NA,4명,400만원 이상 500만원 미만,1억원~2억원 미만,중간층,6,미래통합당,NA,모르겠다,모르겠다,모르겠다,모르겠다,2.5,2.5,2.5,2.5
632884,경기,남자,33,만30세~만39세,고등학교 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,미혼,없다,NA,NA,4명,400만원 이상 500만원 미만,3억원~4억원 미만,중하층,4,지지하는 정당이 없음,더불어민주당,1만원 그대로,모르겠다,1만원 그대로,1만원 그대로,2,3,2,3
633219,경기,여자,63,만60세 이상,고등학교 졸업,불교,"판매/영업/서비스직(상점 점원, 세일즈맨 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,없다,2명,300만원 이상 400만원 미만,4억원~7억원 미만,중간층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,모르겠다,모르겠다,5만원으로 늘림,5만원으로 늘림,2.5,2,2,2
633623,경북,여자,60,만60세 이상,고등학교 졸업,불교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,2명,300만원 이상 400만원 미만,3억원~4억원 미만,중간층,5 중도,미래통합당,NA,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,2,2,2,2
634956,인천,여자,61,만60세 이상,고등학교 졸업,개신교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,3명,300만원 이상 400만원 미만,3억원~4억원 미만,중하층,1,더불어민주당,NA,1만원 그대로,5천원으로 줄임,1만원 그대로,1만원 그대로,3,2,2,2
634961,대구,여자,40,만40세~만49세,대학 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,5명 이상,400만원 이상 500만원 미만,5천만원~1억원 미만,중하층,5 중도,더불어민주당,NA,5천원으로 줄임,5천원으로 줄임,1만원 그대로,1만원 그대로,2,2,1,2
635741,세종,남자,60,만60세 이상,대학원 졸업,불교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,혼자 살고 있다,400만원 이상 500만원 미만,3억원~4억원 미만,중간층,8,미래통합당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,3,2
635959,경기,여자,38,만30세~만39세,대학 졸업,믿는 종교가 없다,학생 (일하지 않고 학업 중),NA,NA,NA,미혼,없다,NA,NA,혼자 살고 있다,100만원 미만,5천만원~1억원 미만,중하층,7,지지하는 정당이 없음,미래통합당,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,4,3,3
636299,울산,여자,27,만18세~만29세,대학원 재학 중,믿는 종교가 없다,학생 (일하지 않고 학업 중),NA,NA,NA,미혼,없다,NA,NA,3명,300만원 이상 400만원 미만,5천만원 미만,최하층,6,미래통합당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,2,2,3
636718,대구,남자,55,만50세~만59세,고등학교 졸업,개신교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,없다,2명,400만원 이상 500만원 미만,4억원~7억원 미만,중간층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,2,3
637212,울산,남자,58,만50세~만59세,고등학교 졸업,믿는 종교가 없다,"경영 관리직(5급 이상 공무원, 기업체 부장 이상 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,없다,4명,1천만원 이상 1천 5백만원 미만,4억원~7억원 미만,중간층,6,미래통합당,NA,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,3,2,3,3
637230,서울,여자,35,만30세~만39세,고등학교 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,미혼,있다,있다,있다,3명,100만원 미만,5천만원 미만,최하층,5 중도,모르겠다,모르겠다,모르겠다,모르겠다,모르겠다,모르겠다,2,2,2,2
638366,서울,여자,61,만60세 이상,대학 졸업,다른 종교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,2명,100만원 미만,5천만원 미만,중하층,8,지지하는 정당이 없음,미래통합당,1만원 그대로,5천원으로 줄임,5만원으로 늘림,1만원 그대로,3,2,2,3
638384,광주,여자,51,만50세~만59세,고등학교 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,5명 이상,600만원 이상 700만원 미만,5천만원 미만,중하층,5 중도,더불어민주당,NA,1만원 그대로,1만원 그대로,5만원으로 늘림,5만원으로 늘림,1,1,1,1
638407,광주,여자,41,만40세~만49세,대학 졸업,개신교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,4명,300만원 이상 400만원 미만,1억원~2억원 미만,중하층,2,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,2,2,2
639074,강원,여자,69,만60세 이상,고등학교 졸업,개신교,다른 직업,임금근로자,상용근로자 (계약기간 1년 이상),비정규직,배우자 있음,있다,없다,없다,2명,400만원 이상 500만원 미만,2억원~3억원 미만,중간층,7,더불어민주당,NA,1만원 그대로,1만원 그대로,모르겠다,1만원 그대로,3,3,2,2
639304,서울,여자,41,만40세~만49세,대학 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,없다,3명,400만원 이상 500만원 미만,4억원~7억원 미만,중간층,5 중도,더불어민주당,NA,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,4,4,3,3
639442,전남,여자,63,만60세 이상,고등학교 졸업,불교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,임시근로자 (계약기간 1개월 이상 1년 미만),비정규직,사별,있다,없다,없다,3명,400만원 이상 500만원 미만,4억원~7억원 미만,중하층,10 매우 보수,정의당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,2,2
639605,경남,여자,51,만50세~만59세,고등학교 졸업,불교,다른 직업,임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,없다,3명,600만원 이상 700만원 미만,3억원~4억원 미만,중간층,1,더불어민주당,NA,5만원으로 늘림,1만원 그대로,5만원으로 늘림,5만원으로 늘림,2,2,3,2
639807,경기,남자,67,만60세 이상,중학교 졸업 이하,불교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,없다,5명 이상,100만원 이상 200만원 미만,1억원~2억원 미만,중하층,5 중도,정의당,NA,1만원 그대로,5천원으로 줄임,1만원 그대로,1만원 그대로,2,2,2,2
639973,서울,남자,64,만60세 이상,고등학교 졸업,불교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,없다,4명,300만원 이상 400만원 미만,3억원~4억원 미만,중간층,5 중도,국민의당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,3,2
640399,경기,남자,30,만30세~만39세,대학 재학 중,믿는 종교가 없다,학생 (일하지 않고 학업 중),NA,NA,NA,미혼,없다,NA,NA,혼자 살고 있다,100만원 미만,5천만원 미만,모르겠다,7,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,4,4,3,4
642300,제주,남자,47,만40세~만49세,대학 졸업,믿는 종교가 없다,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,미혼,없다,NA,NA,3명,700만원 이상 1천만원 미만,2억원~3억원 미만,중간층,2,지지하는 정당이 없음,정의당,5만원으로 늘림,1만원 그대로,5만원으로 늘림,5만원으로 늘림,2,2,2,2
642407,경기,남자,29,만18세~만29세,대학 졸업,믿는 종교가 없다,다른 직업,임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,있다,없다,4명,300만원 이상 400만원 미만,5천만원~1억원 미만,중하층,6,지지하는 정당이 없음,지지하는 정당이 없음,모르겠다,1만원 그대로,1만원 그대로,1만원 그대로,2.5,3,3,2.5
645060,충남,여자,65,만60세 이상,고등학교 졸업,천주교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,사별,있다,없다,없다,혼자 살고 있다,100만원 이상 200만원 미만,5천만원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,모르겠다,모르겠다,모르겠다,1,1,1,1
645447,전북,남자,23,만18세~만29세,대학 졸업,믿는 종교가 없다,"전문직(의사, 법조인, 교수, 언론인 등)",임금근로자,임시근로자 (계약기간 1개월 이상 1년 미만),비정규직,미혼,없다,NA,NA,2명,400만원 이상 500만원 미만,5천만원 미만,중간층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,모르겠다,모르겠다,모르겠다,모르겠다,3,3,2,4
645992,인천,남자,65,만60세 이상,대학원 졸업,개신교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,3명,200만원 이상 300만원 미만,3억원~4억원 미만,중하층,10 매우 보수,미래통합당,NA,5만원으로 늘림,1만원 그대로,1만원 그대로,1만원 그대로,4,4,4,4
647067,경기,남자,63,만60세 이상,중학교 졸업 이하,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,2명,100만원 이상 200만원 미만,5천만원 미만,중하층,8,미래통합당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,3,2
647101,전남,여자,32,만30세~만39세,대학 졸업,천주교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,일용근로자 (계약기간 1개월 미만),비정규직,배우자 있음,있다,있다,없다,3명,100만원 미만,1억원~2억원 미만,최하층,5 중도,더불어민주당,NA,5천원으로 줄임,1만원 그대로,1만원 그대로,1만원 그대로,3,2,2,2
647490,경기,여자,53,만50세~만59세,중학교 졸업 이하,천주교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,이혼,있다,없다,없다,혼자 살고 있다,100만원 이상 200만원 미만,5천만원 미만,최하층,5 중도,더불어민주당,NA,모르겠다,모르겠다,모르겠다,모르겠다,4,3,4,3
648144,경남,남자,23,만18세~만29세,대학 재학 중,믿는 종교가 없다,학생 (일하지 않고 학업 중),NA,NA,NA,미혼,없다,NA,NA,3명,100만원 이상 200만원 미만,5천만원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,1,3
648250,경기,여자,31,만30세~만39세,대학 졸업,천주교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,2명,200만원 이상 300만원 미만,5천만원 미만,중하층,3,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,2
651284,경기,남자,29,만18세~만29세,고등학교 졸업,믿는 종교가 없다,다른 직업,임금근로자,임시근로자 (계약기간 1개월 이상 1년 미만),비정규직,미혼,없다,NA,NA,혼자 살고 있다,100만원 이상 200만원 미만,5천만원 미만,중상층,5 중도,모르겠다,모르겠다,모르겠다,모르겠다,모르겠다,모르겠다,3,3,3,3
652372,대구,여자,63,만60세 이상,대학 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,혼자 살고 있다,100만원 이상 200만원 미만,1억원~2억원 미만,중하층,5 중도,지지하는 정당이 없음,국민의당,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,3,1
652653,서울,여자,27,만18세~만29세,대학 졸업,개신교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,있다,없다,4명,400만원 이상 500만원 미만,5천만원 미만,중간층,4,지지하는 정당이 없음,더불어민주당,1만원 그대로,1만원 그대로,모르겠다,1만원 그대로,2,2,2,3
652722,경남,여자,69,만60세 이상,중학교 졸업 이하,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,이혼,있다,없다,없다,혼자 살고 있다,100만원 미만,5천만원 미만,최하층,4,더불어민주당,NA,5만원으로 늘림,5천원으로 줄임,1만원 그대로,1만원 그대로,3,2,2,2
652748,경북,남자,34,만30세~만39세,대학 졸업,천주교,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,3명,200만원 이상 300만원 미만,5천만원 미만,중하층,5 중도,지지하는 정당이 없음,미래통합당,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,2,3,2,2
652753,충북,여자,54,만50세~만59세,고등학교 졸업,믿는 종교가 없다,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,이혼,있다,없다,없다,2명,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,5 중도,미래통합당,NA,모르겠다,모르겠다,모르겠다,모르겠다,2.5,2.5,2.5,2.5
652887,충북,남자,45,만40세~만49세,고등학교 졸업,불교,"판매/영업/서비스직(상점 점원, 세일즈맨 등)",임금근로자,상용근로자 (계약기간 1년 이상),비정규직,배우자 있음,있다,없다,없다,3명,400만원 이상 500만원 미만,5천만원~1억원 미만,중하층,5 중도,미래통합당,NA,모르겠다,모르겠다,모르겠다,모르겠다,3,2,3,2
654004,강원,여자,64,만60세 이상,고등학교 졸업,개신교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,2명,300만원 이상 400만원 미만,4억원~7억원 미만,중간층,6,미래통합당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,3,2
654086,부산,여자,41,만40세~만49세,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,이혼,있다,없다,있다,3명,100만원 미만,5천만원 미만,최하층,2,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,2
654542,부산,여자,36,만30세~만39세,고등학교 졸업,불교,"판매/영업/서비스직(상점 점원, 세일즈맨 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,3명,600만원 이상 700만원 미만,5천만원~1억원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,모르겠다,1만원 그대로,1만원 그대로,3,3,2,2
654739,경기,여자,57,만50세~만59세,대학 졸업,천주교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,3명,500만원 이상 600만원 미만,4억원~7억원 미만,중하층,0 매우 진보,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,4,4,3,4
654779,전북,여자,61,만60세 이상,고등학교 졸업,불교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,2명,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,5 중도,모르겠다,지지하는 정당이 없음,1만원 그대로,모르겠다,모르겠다,5만원으로 늘림,4,2.5,2,2
654884,경남,남자,26,만18세~만29세,대학 졸업,개신교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",무급가족종사자,NA,NA,미혼,없다,NA,NA,4명,200만원 이상 300만원 미만,1억원~2억원 미만,중하층,4,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,3,3
655203,경기,남자,38,만30세~만39세,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,미혼,없다,NA,NA,3명,100만원 미만,5천만원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,2
655319,부산,남자,39,만30세~만39세,고등학교 졸업,믿는 종교가 없다,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,혼자 살고 있다,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,4,더불어민주당,NA,5만원으로 늘림,1만원 그대로,1만원 그대로,1만원 그대로,2,3,2,3
656526,강원,남자,49,만40세~만49세,대학원 졸업,불교,"경영 관리직(5급 이상 공무원, 기업체 부장 이상 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,있다,4명,1천만원 이상 1천 5백만원 미만,4억원~7억원 미만,중하층,7,미래통합당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,2,2
657118,서울,남자,39,만30세~만39세,대학 졸업,믿는 종교가 없다,다른 직업,임금근로자,일용근로자 (계약기간 1개월 미만),비정규직,이혼,있다,없다,없다,5명 이상,500만원 이상 600만원 미만,5천만원 미만,중하층,3,더불어민주당,NA,5천원으로 줄임,5천원으로 줄임,1만원 그대로,5천원으로 줄임,2,3,3,2
658300,충북,여자,32,만30세~만39세,고등학교 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,4명,500만원 이상 600만원 미만,1억원~2억원 미만,중하층,모르겠다,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,2,2
660098,강원,남자,52,만50세~만59세,대학 졸업,불교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,없다,4명,700만원 이상 1천만원 미만,5천만원~1억원 미만,중하층,3,정의당,NA,5만원으로 늘림,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,3,3,2,3
660865,전북,여자,50,만50세~만59세,대학원 졸업,천주교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,4명,300만원 이상 400만원 미만,5천만원~1억원 미만,중하층,1,더불어민주당,NA,모르겠다,모르겠다,모르겠다,모르겠다,2,2,2,2
661245,대구,여자,44,만40세~만49세,고등학교 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,있다,있다,4명,400만원 이상 500만원 미만,2억원~3억원 미만,중하층,4,미래통합당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,3,3
661736,충남,남자,41,만40세~만49세,고등학교 졸업,다른 종교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,미혼,없다,NA,NA,2명,100만원 미만,5천만원 미만,최하층,7,더불어민주당,NA,모르겠다,모르겠다,모르겠다,모르겠다,2.5,2.5,2.5,2.5
662946,경기,남자,43,만40세~만49세,고등학교 졸업,믿는 종교가 없다,"판매/영업/서비스직(상점 점원, 세일즈맨 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,2명,300만원 이상 400만원 미만,5천만원 미만,중하층,0 매우 진보,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,2,2,2
664193,울산,남자,56,만50세~만59세,대학 졸업,개신교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,없다,3명,400만원 이상 500만원 미만,7억원~10억원 미만,중간층,4,더불어민주당,NA,모르겠다,5천원으로 줄임,모르겠다,모르겠다,2,2,2,2
664816,부산,남자,59,만50세~만59세,대학 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),비정규직,배우자 있음,있다,없다,없다,3명,400만원 이상 500만원 미만,2억원~3억원 미만,중하층,4,더불어민주당,NA,5만원으로 늘림,1만원 그대로,1만원 그대로,1만원 그대로,2,3,2,2
664935,울산,여자,43,만40세~만49세,고등학교 졸업,불교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,미혼,없다,NA,NA,혼자 살고 있다,100만원 이상 200만원 미만,5천만원 미만,최하층,6,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,5천원으로 줄임,1만원 그대로,1만원 그대로,2,3,3,2
665543,대구,남자,49,만40세~만49세,대학 졸업,믿는 종교가 없다,"전문직(의사, 법조인, 교수, 언론인 등)",고용원이 없는 자영업자,NA,NA,미혼,없다,NA,NA,2명,300만원 이상 400만원 미만,2억원~3억원 미만,중하층,0 매우 진보,더불어민주당,NA,1만원 그대로,모르겠다,모르겠다,모르겠다,2,3,2,2
665695,경기,남자,23,만18세~만29세,대학 졸업,개신교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,있다,없다,없다,혼자 살고 있다,100만원 이상 200만원 미만,5천만원 미만,최하층,4,미래통합당,NA,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,3,3,3,3
665960,경기,남자,56,만50세~만59세,대학원 졸업,천주교,다른 직업,임금근로자,임시근로자 (계약기간 1개월 이상 1년 미만),정규직,이혼,있다,없다,없다,3명,200만원 이상 300만원 미만,5천만원 미만,중하층,6,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,3,3
666380,대전,남자,30,만30세~만39세,대학 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,이혼,없다,NA,NA,혼자 살고 있다,200만원 이상 300만원 미만,5천만원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,모르겠다,모르겠다,모르겠다,모르겠다,2,2,2,2
668109,서울,남자,70,만60세 이상,고등학교 졸업,불교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,3명,200만원 이상 300만원 미만,2억원~3억원 미만,중하층,6,지지하는 정당이 없음,모르겠다,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,2,2,2,2
669316,전남,여자,61,만60세 이상,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,미혼,없다,NA,NA,혼자 살고 있다,200만원 이상 300만원 미만,10억원 이상,중간층,2,정의당,NA,모르겠다,5만원으로 늘림,모르겠다,모르겠다,3,2,3,2
669755,부산,여자,71,만60세 이상,고등학교 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,사별,있다,없다,없다,2명,300만원 이상 400만원 미만,3억원~4억원 미만,중하층,5 중도,지지하는 정당이 없음,더불어민주당,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,3,2
669870,서울,여자,51,만50세~만59세,대학 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,4명,600만원 이상 700만원 미만,4억원~7억원 미만,중간층,5 중도,더불어민주당,NA,모르겠다,1만원 그대로,모르겠다,모르겠다,3,3,2,2
670021,부산,여자,61,만60세 이상,대학 졸업,불교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,2명,400만원 이상 500만원 미만,4억원~7억원 미만,중하층,3,더불어민주당,NA,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,2,2,2,2
670396,강원,남자,38,만30세~만39세,고등학교 졸업,천주교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,없다,NA,NA,2명,300만원 이상 400만원 미만,5천만원 미만,중하층,8,미래통합당,NA,5만원으로 늘림,5만원으로 늘림,5만원으로 늘림,5만원으로 늘림,3,3,2,2
670802,전남,남자,35,만30세~만39세,대학 졸업,믿는 종교가 없다,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,혼자 살고 있다,200만원 이상 300만원 미만,5천만원 미만,최하층,5 중도,더불어민주당,NA,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,2.5,2.5,2.5,2.5
672133,부산,남자,57,만50세~만59세,고등학교 졸업,불교,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,임시근로자 (계약기간 1개월 이상 1년 미만),비정규직,배우자 있음,있다,없다,없다,3명,700만원 이상 1천만원 미만,5천만원~1억원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,5만원으로 늘림,1만원 그대로,1만원 그대로,1만원 그대로,3,2,2,2
673613,서울,남자,51,만50세~만59세,고등학교 졸업,다른 종교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,있다,3명,500만원 이상 600만원 미만,1억원~2억원 미만,중하층,3,더불어민주당,NA,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,2,2,3,2
673923,서울,여자,62,만60세 이상,고등학교 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,3명,700만원 이상 1천만원 미만,10억원 이상,중상층,2,미래통합당,NA,1만원 그대로,모르겠다,모르겠다,1만원 그대로,2,2,2,2
674012,경북,남자,62,만60세 이상,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,2명,200만원 이상 300만원 미만,3억원~4억원 미만,중하층,5 중도,국민의당,NA,5만원으로 늘림,1만원 그대로,5만원으로 늘림,1만원 그대로,2,2,2,2
